"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","8.4","","","","1"
"1991","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","8.3","","","","1"
"1992","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","7.8","","","","1"
"1993","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","7.6","","","","1"
"1994","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","7.3","","","","1"
"1995","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","7.9","","","","1"
"1996","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","8.9","","","","1"
"1997","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","10.3","","","","1"
"1998","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","9.8","","","","1"
"1999","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.5","","","","1"
"2000","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.3","","","","1"
"2001","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.2","","","","1"
"2002","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.6","","","","1"
"2003","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.0","","","","1"
"2004","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.4","","","","1"
"2005","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.6","","","","1"
"2006","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.2","","","","1"
"2007","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.1","","","","1"
"2008","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.0","","","","1"
"2009","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.8","","","","1"
"2010","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","7.2","","","","1"
"2011","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.9","","","","1"
"2012","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.9","","","","1"
"2013","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.6","","","","1"
"2014","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.9","","","","1"
"2015","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.7","","","","1"
"2016","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.4","","","","1"
"2017","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.9","","","","1"
"2018","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","6.5","","","","1"
"2019","Manitoba","2016A000246","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2366955","8.2.4.1.1","5.5","","","","1"
"1976","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","9.7","","","","1"
"1977","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.4","","","","1"
"1978","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.8","","","","1"
"1979","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.6","","","","1"
"1980","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.8","","","","1"
"1981","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.5","","","","1"
"1982","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.7","","","","1"
"1983","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.4","","","","1"
"1984","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","4.8","","","","1"
"1985","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.6","","","","1"
"1986","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.2","","","","1"
"1987","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.7","","","","1"
"1988","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.7","","","","1"
"1989","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.6","","","","1"
"1990","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.3","","","","1"
"1991","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.5","","","","1"
"1992","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.2","","","","1"
"1993","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.4","","","","1"
"1994","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.4","","","","1"
"1995","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.6","","","","1"
"1996","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.2","","","","1"
"1997","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","4.9","","","","1"
"1998","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.5","","","","1"
"1999","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.5","","","","1"
"2000","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.5","","","","1"
"2001","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.3","","","","1"
"2002","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.4","","","","1"
"2003","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.0","","","","1"
"2004","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.1","","","","1"
"2005","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.7","","","","1"
"2006","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.7","","","","1"
"2007","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","5.6","","","","1"
"2008","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.4","","","","1"
"2009","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.4","","","","1"
"2010","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.0","","","","1"
"2011","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.0","","","","1"
"2012","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.0","","","","1"
"2013","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.3","","","","1"
"2014","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","8.2","","","","1"
"2015","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","8.3","","","","1"
"2016","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","9.9","","","","1"
"2017","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","8.9","","","","1"
"2018","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","7.2","","","","1"
"2019","Manitoba","2016A000246","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2366959","8.2.8.1.1","6.5","","","","1"
"1976","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.2","","","","1"
"1977","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","24.8","","","","1"
"1978","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.3","","","","1"
"1979","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","25.7","","","","1"
"1980","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","25.0","","","","1"
"1981","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","24.1","","","","1"
"1982","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","20.8","","","","1"
"1983","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","19.6","","","","1"
"1984","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","24.6","","","","1"
"1985","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","23.8","","","","1"
"1986","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","25.3","","","","1"
"1987","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","30.1","","","","1"
"1988","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","24.3","","","","1"
"1989","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","23.2","","","","1"
"1990","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","23.7","","","","1"
"1991","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","21.5","","","","1"
"1992","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","23.1","","","","1"
"1993","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","22.9","","","","1"
"1994","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","26.3","","","","1"
"1995","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","23.5","","","","1"
"1996","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","25.0","","","","1"
"1997","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","24.4","","","","1"
"1998","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.4","","","","1"
"1999","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","29.4","","","","1"
"2000","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","29.1","","","","1"
"2001","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","26.8","","","","1"
"2002","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","25.7","","","","1"
"2003","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.4","","","","1"
"2004","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.3","","","","1"
"2005","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","27.9","","","","1"
"2006","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","29.8","","","","1"
"2007","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","33.3","","","","1"
"2008","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","38.3","","","","1"
"2009","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","38.5","","","","1"
"2010","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","40.0","","","","1"
"2011","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","43.0","","","","1"
"2012","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","44.4","","","","1"
"2013","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","45.0","","","","1"
"2014","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","43.9","","","","1"
"2015","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","45.6","","","","1"
"2016","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","47.1","","","","1"
"2017","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","48.3","","","","1"
"2018","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","47.2","","","","1"
"2019","Manitoba","2016A000246","Employment","Construction [23]","Both sexes","15 years and over","Persons","249","thousands","3","v2366960","8.2.9.1.1","50.4","","","","1"
"1976","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","56.0","","","","1"
"1977","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","51.6","","","","1"
"1978","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","53.0","","","","1"
"1979","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","56.9","","","","1"
"1980","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","58.9","","","","1"
"1981","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","61.0","","","","1"
"1982","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","54.9","","","","1"
"1983","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","57.0","","","","1"
"1984","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","57.3","","","","1"
"1985","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","57.9","","","","1"
"1986","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","58.1","","","","1"
"1987","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","56.3","","","","1"
"1988","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","59.2","","","","1"
"1989","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","61.0","","","","1"
"1990","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","56.3","","","","1"
"1991","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","53.4","","","","1"
"1992","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","51.4","","","","1"
"1993","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","48.6","","","","1"
"1994","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","52.1","","","","1"
"1995","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","56.6","","","","1"
"1996","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","57.9","","","","1"
"1997","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","59.2","","","","1"
"1998","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","62.8","","","","1"
"1999","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","64.6","","","","1"
"2000","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","69.7","","","","1"
"2001","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","68.6","","","","1"
"2002","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","68.8","","","","1"
"2003","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","68.5","","","","1"
"2004","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","68.4","","","","1"
"2005","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","67.7","","","","1"
"2006","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","66.0","","","","1"
"2007","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","69.2","","","","1"
"2008","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","69.0","","","","1"
"2009","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","60.9","","","","1"
"2010","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","59.1","","","","1"
"2011","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","59.4","","","","1"
"2012","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","61.6","","","","1"
"2013","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","62.6","","","","1"
"2014","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","63.8","","","","1"
"2015","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","64.6","","","","1"
"2016","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","63.6","","","","1"
"2017","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","63.9","","","","1"
"2018","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","61.7","","","","1"
"2019","Manitoba","2016A000246","Employment","Manufacturing [31-33]","Both sexes","15 years and over","Persons","249","thousands","3","v2366961","8.2.10.1.1","64.2","","","","1"
"1976","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","74.3","","","","1"
"1977","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","71.9","","","","1"
"1978","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","73.5","","","","1"
