"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","11.6","","","","1"
"1984","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.5","","","","1"
"1985","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.6","","","","1"
"1986","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.1","","","","1"
"1987","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.0","","","","1"
"1988","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.2","","","","1"
"1989","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.3","","","","1"
"1990","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.7","","","","1"
"1991","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.1","","","","1"
"1992","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.8","","","","1"
"1993","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.3","","","","1"
"1994","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","13.2","","","","1"
"1995","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.7","","","","1"
"1996","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","14.0","","","","1"
"1997","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","16.2","","","","1"
"1998","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","15.5","","","","1"
"1999","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","12.7","","","","1"
"2000","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","14.8","","","","1"
"2001","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","16.1","","","","1"
"2002","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","15.3","","","","1"
"2003","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","17.4","","","","1"
"2004","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","19.2","","","","1"
"2005","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","18.3","","","","1"
"2006","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","21.4","","","","1"
"2007","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","21.9","","","","1"
"2008","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","25.6","","","","1"
"2009","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","24.7","","","","1"
"2010","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","25.3","","","","1"
"2011","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","27.9","","","","1"
"2012","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","27.4","","","","1"
"2013","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","26.4","","","","1"
"2014","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","28.0","","","","1"
"2015","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","26.2","","","","1"
"2016","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","25.1","","","","1"
"2017","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","23.8","","","","1"
"2018","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","23.5","","","","1"
"2019","Saskatchewan","2016A000247","Employment","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Both sexes","15 years and over","Persons","249","thousands","3","v2367465","9.2.4.1.1","22.6","","","","1"
"1976","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.2","","","","1"
"1977","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.4","","","","1"
"1978","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.7","","","","1"
"1979","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.2","","","","1"
"1980","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.7","","","","1"
"1981","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.9","","","","1"
"1982","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","5.2","","","","1"
"1983","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.3","","","","1"
"1984","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.3","","","","1"
"1985","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.5","","","","1"
"1986","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.1","","","","1"
"1987","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.2","","","","1"
"1988","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.5","","","","1"
"1989","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.5","","","","1"
"1990","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.3","","","","1"
"1991","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.1","","","","1"
"1992","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.2","","","","1"
"1993","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.4","","","","1"
"1994","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.6","","","","1"
"1995","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","5.0","","","","1"
"1996","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.2","","","","1"
"1997","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","4.2","","","","1"
"1998","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.6","","","","1"
"1999","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.5","","","","1"
"2000","Saskatchewan","2016A000247","Employment","Utilities [22]","Both sexes","15 years and over","Persons","249","thousands","3","v2367469","9.2.8.1.1","3.5","","","","1"
