"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29900","","","","0"
"1988","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28800","","","","0"
"1989","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28900","","","","0"
"1990","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28900","","","","0"
"1991","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","27200","","","","0"
"1992","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28600","","","","0"
"1993","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","27800","A","","","0"
"1994","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28000","A","","","0"
"1995","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28600","A","","","0"
"1996","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28500","A","","","0"
"1997","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29000","A","","","0"
"1998","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29000","B","","","0"
"1999","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28600","A","","","0"
"2000","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28900","A","","","0"
"2001","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28900","A","","","0"
"2002","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29800","A","","","0"
"2003","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","28800","A","","","0"
"2004","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29000","A","","","0"
"2005","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","29900","A","","","0"
"2006","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","30200","A","","","0"
"2007","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","31600","A","","","0"
"2008","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","33400","A","","","0"
"2009","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","33800","A","","","0"
"2010","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","33200","A","","","0"
"2011","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","32700","B","","","0"
"2012","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","33800","A","","","0"
"2013","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","35500","A","","","0"
"2014","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","34600","A","","","0"
"2015","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","34700","A","","","0"
"2016","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","34800","A","","","0"
"2017","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","35700","A","","","0"
"2018","Manitoba","2016A000246","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107677068","10.1.1.3.5","35100","A","","","0"
"1976","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","29500","","","","0"
"1977","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","31800","","","","0"
"1978","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","31200","","","","0"
"1979","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","32400","","","","0"
"1980","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","30300","","","","0"
"1981","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","32400","","","","0"
"1982","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","29200","","","","0"
"1983","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27600","","","","0"
"1984","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27800","","","","0"
"1985","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27500","","","","0"
"1986","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","25400","","","","0"
"1987","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26100","","","","0"
"1988","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","25500","","","","0"
"1989","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26700","","","","0"
"1990","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","25400","","","","0"
"1991","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","24200","","","","0"
"1992","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","23900","","","","0"
"1993","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","24800","A","","","0"
"1994","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","25000","A","","","0"
"1995","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26500","A","","","0"
"1996","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26100","A","","","0"
"1997","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26600","A","","","0"
"1998","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","25400","A","","","0"
"1999","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26600","B","","","0"
"2000","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","26500","B","","","0"
"2001","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27500","B","","","0"
"2002","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","28600","A","","","0"
"2003","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27700","A","","","0"
"2004","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","27200","B","","","0"
"2005","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","28500","B","","","0"
"2006","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","30000","B","","","0"
"2007","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","30600","A","","","0"
"2008","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","34200","A","","","0"
"2009","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","34400","B","","","0"
"2010","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","34400","A","","","0"
"2011","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","34800","B","","","0"
"2012","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","36300","A","","","0"
"2013","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","36900","A","","","0"
"2014","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","39100","A","","","0"
"2015","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","38400","A","","","0"
"2016","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","37000","A","","","0"
"2017","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","37300","A","","","0"
"2018","Saskatchewan","2016A000247","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107678868","11.1.1.3.5","36600","A","","","0"
"1976","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36500","","","","0"
"1977","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36500","","","","0"
"1978","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","37100","","","","0"
"1979","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36700","","","","0"
"1980","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36800","","","","0"
"1981","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","38800","","","","0"
"1982","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36800","","","","0"
"1983","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33800","","","","0"
"1984","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33000","","","","0"
"1985","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33300","","","","0"
"1986","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","32500","","","","0"
"1987","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31800","","","","0"
"1988","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33700","","","","0"
"1989","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33400","","","","0"
"1990","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","32700","","","","0"
"1991","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31700","","","","0"
"1992","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","30300","","","","0"
"1993","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31000","A","","","0"
"1994","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","29900","A","","","0"
"1995","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","30500","A","","","0"
"1996","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","30200","A","","","0"
"1997","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31500","A","","","0"
"1998","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31100","A","","","0"
"1999","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","31200","A","","","0"
"2000","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33600","A","","","0"
"2001","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","34100","A","","","0"
"2002","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33900","A","","","0"
"2003","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","33700","A","","","0"
"2004","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","36200","A","","","0"
"2005","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","37400","A","","","0"
"2006","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","38400","A","","","0"
"2007","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","40200","A","","","0"
"2008","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","42100","A","","","0"
"2009","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","41600","A","","","0"
"2010","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","41400","A","","","0"
"2011","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","42400","A","","","0"
"2012","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","43400","A","","","0"
"2013","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","45300","A","","","0"
"2014","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","43700","B","","","0"
"2015","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","42800","A","","","0"
"2016","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","40900","B","","","0"
"2017","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","42700","A","","","0"
"2018","Alberta","2016A000248","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107680668","12.1.1.3.5","41400","A","","","0"
"1976","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","42900","","","","0"
"1977","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","40400","","","","0"
"1978","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","39400","","","","0"
"1979","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","40000","","","","0"
"1980","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","41600","","","","0"
"1981","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","38500","","","","0"
"1982","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","35900","","","","0"
"1983","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","34600","","","","0"
"1984","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32000","","","","0"
"1985","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32000","","","","0"
"1986","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32500","","","","0"
"1987","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33100","","","","0"
"1988","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","34300","","","","0"
"1989","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","35700","","","","0"
"1990","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33400","","","","0"
"1991","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31700","","","","0"
"1992","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31800","","","","0"
"1993","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31200","A","","","0"
"1994","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31900","A","","","0"
"1995","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32000","A","","","0"
"1996","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32200","A","","","0"
"1997","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33200","A","","","0"
"1998","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32200","A","","","0"
"1999","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32400","A","","","0"
"2000","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31600","A","","","0"
"2001","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31600","A","","","0"
"2002","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","30200","B","","","0"
"2003","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","29900","A","","","0"
"2004","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","29900","A","","","0"
"2005","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31200","A","","","0"
"2006","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","30800","A","","","0"
"2007","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32700","A","","","0"
"2008","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33300","A","","","0"
"2009","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31600","B","","","0"
"2010","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","30900","B","","","0"
"2011","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31000","B","","","0"
"2012","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","31700","B","","","0"
"2013","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32300","A","","","0"
"2014","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33200","A","","","0"
"2015","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32400","A","","","0"
"2016","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32900","A","","","0"
"2017","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","32400","A","","","0"
"2018","British Columbia","2016A000259","16 years and over","Both sexes","Employment income","Median income (excluding zeros)","2018 constant dollars","400","units","0","v107682468","13.1.1.3.5","33600","A","","","0"


